Name,Rating,Position,PAC,SHO,PAS,DRI,DEF,PHY,Total_stats,PMD,Nacionalidad,Liga,Club
Altenburg,67,GK,68,66,65,66,21,69,355,59.17,Germany,GPFBL,Frankfurt
Papai,67,RM,70,60,62,66,52,58,368,61.33,Hungary,GPFBL,SV Werder Bremen
Bohnen,67,CB,64,34,44,52,69,66,329,54.83,Germany,GPFBL,1. FC Koln
Yanis Senhadji,67,ST,69,67,53,65,43,65,362,60.33,Spain,LALIGA HYPERMOTION,CD Tenerife
Belaid,67,CB,63,28,56,54,68,67,336,56.00,Algeria,1A Pro League,STVV
Onal,67,LM,80,65,60,68,30,60,363,60.50,Turkey,Eredivisie,N.E.C. Nijmegen
Luscher,67,CB,64,52,45,58,69,64,352,58.67,Switzerland,GPFBL,Turbine Potsdam
Corbu,67,CAM,68,59,64,69,52,62,374,62.33,Romania,Liga Cyprus,APOEL FC
Kozlovsky,67,LB,70,52,62,62,65,63,374,62.33,Slovakia,PKO BP Ekstraklasa,Widzew Lodz
Henrique Pereira,67,LW,78,66,53,72,30,52,351,58.50,Portugal,Liga Portugal,Casa Pia AC
Jambor,67,ST,76,69,52,65,26,66,354,59.00,Slovakia,SUPERLIGA,FC Rapid 1923
Cafarquliyev,67,LB,72,46,62,67,63,63,373,62.17,Azerbaijan,Liga Azerbaijan,Qarabag FK
Omgba,67,CAM,81,63,63,68,45,59,379,63.17,Netherlands,1A Pro League,KAA Gent
Fischer,67,LM,66,63,62,65,49,57,362,60.33,Germany,GPFBL,Carl Zeiss Jena
Julia Guerra,67,CM,72,58,63,67,64,60,384,64.00,Spain,Liga F,RCD Espanyol
Yohana Gomez,67,GK,67,60,64,69,34,70,364,60.67,Spain,Liga F,RC Deportivo
Martim Fernandes,67,RB,72,40,54,68,63,57,354,59.00,Portugal,Liga Portugal,FC Porto
McKinney,67,GK,65,64,68,69,25,67,358,59.67,United States,NWSL,Houston Dash
Mercado,67,CM,69,67,66,69,55,64,390,65.00,United States,NWSL,Seattle Reign
McKenzie,67,CB,65,44,57,60,68,62,356,59.33,United States,NWSL,Portland Thorns
Kerr,67,ST,66,67,64,68,39,58,362,60.33,United States,NWSL,Orlando Pride
Wesley,67,CB,55,44,59,60,67,66,351,58.50,United States,NWSL,San Diego Wave
Stainbrook,67,CM,64,60,61,68,66,60,379,63.17,United States,NWSL,Washington Spirit
King,67,LB,68,40,55,67,66,67,363,60.50,United States,NWSL,Bay FC
Wade-Katoa,67,CM,65,65,66,68,65,62,391,65.17,United States,NWSL,Portland Thorns
Castillo,67,LB,69,41,57,59,69,67,362,60.33,Uruguay,Sudamericana,Cerro Largo
Rafael Nel,67,ST,77,67,52,70,24,65,355,59.17,Portugal,Liga Portugal,Sporting CP
Samudio,67,GK,64,65,61,67,29,69,355,59.17,Paraguay,Sudamericana,S. Trinidense
Badu,67,ST,69,68,63,68,54,63,385,64.17,Ghana,Arkema PL,FC Fleury 91
Sanvig,67,CM,64,62,64,65,60,65,380,63.33,Denmark,GPFBL,Frankfurt
Krouma,67,CB,49,46,43,49,71,69,327,54.50,Syria,ISL,Mumbai City FC
Garananga,67,CB,64,34,47,46,66,71,328,54.67,Zimbabwe,3F Superliga,F.C. Kobenhavn
Hadj-Moussa,67,RW,75,50,61,77,29,54,346,57.67,Algeria,Eredivisie,Feyenoord
Hinz,67,GK,66,65,66,69,43,65,374,62.33,United States,NWSL,Houston Dash
West,67,ST,69,66,59,69,39,64,366,61.00,Canada,NWSL,Houston Dash
Petris,67,RB,76,28,50,56,66,62,338,56.33,France,1A Pro League,Sp. Charleroi
Stambaugh,67,GK,66,66,62,67,30,67,358,59.67,Japan,NWSL,Angel City FC
Akinsanmiro,67,CM,76,67,67,70,61,72,413,68.83,Nigeria,Serie BKT,Sampdoria
Erustes,67,ST,72,68,52,63,20,58,333,55.50,Argentina,Sudamericana,Dep. Garcilaso
Kelvin,67,LM,74,60,62,69,24,50,339,56.50,Brazil,K League 1,Daejeon
Anderson,67,CB,57,41,53,56,67,68,342,57.00,United States,NWSL,Chicago Red Stars
Mekvabishvili,67,CDM,71,39,58,65,64,62,359,59.83,Georgia,SUPERLIGA,Univ. Craiova
Szabo,67,CM,63,55,61,67,55,50,351,58.50,Hungary,Schweizer Damen Liga,FC Zurich
De Los Santos,67,RM,77,48,65,67,62,62,381,63.50,Uruguay,Sudamericana,Racing Club
Kostons,66,ST,74,63,60,66,29,66,358,59.67,Netherlands,Bundesliga 2,SC Paderborn 07
Chavez,66,GK,67,63,60,69,22,67,348,58.00,Ecuador,Sudamericana,Tecnico U.
Rasch,66,CDM,46,60,65,60,61,67,359,59.83,Norway,Eliteserien,KFUM-Kameratene
Vanwesemael,66,RM,75,49,60,68,56,56,364,60.67,Belgium,1A Pro League,STVV
Terzi,66,LB,71,36,56,65,62,61,351,58.50,Turkey,Trendyol Super Lig,Besiktas
Obando,66,ST,69,61,48,65,29,66,338,56.33,Ecuador,Libertadores,Barcelona SC
Colpa,66,CDM,68,52,55,58,66,72,371,61.83,Colombia,Sudamericana,Alianza FC
Crnac,66,ST,78,68,50,66,26,70,358,59.67,Croatia,EFL Championship,Norwich
Yohannes,66,CM,69,57,59,69,56,59,369,61.50,United States,Nederland Vrouwen Liga,Ajax
Stojkovic,66,CAM,72,63,63,69,38,64,369,61.50,Croatia,Liga Hrvatska,Dinamo Zagreb
Olesen,66,CM,63,61,64,63,52,57,360,60.00,Denmark,Barclays WSL,Everton
Ibishaj,66,LM,66,55,64,66,42,62,355,59.17,Switzerland,Schweizer Damen Liga,FC Zurich
Kratzig,66,LB,66,45,61,71,62,53,358,59.67,Germany,Bundesliga,VfB Stuttgart
Merkaj,66,ST,70,65,49,61,41,78,364,60.67,Albania,Serie BKT,Sudtirol
Hugo Gonzalez,66,RM,70,67,64,68,34,52,355,59.17,Spain,LALIGA HYPERMOTION,FC Cartagena
Sauer,66,LW,81,58,61,70,39,59,368,61.33,Slovakia,Eredivisie,NAC Breda
Micovschi,66,RM,76,62,61,67,33,58,357,59.50,Romania,SUPERLIGA,FC Rapid 1923
Cedric,66,ST,72,67,47,64,23,59,332,55.33,Cameroon,LALIGA EA SPORTS,UD Las Palmas
Esposito,66,ST,61,66,56,62,33,65,343,57.17,Italy,Serie BKT,Spezia
Rodrigo Pinheiro,66,RB,79,36,55,60,60,66,356,59.33,Portugal,Liga Portugal,FC Famalicao
Behrens,66,CM,62,59,59,66,56,61,363,60.50,Germany,GPFBL,SV Werder Bremen
Cava Marin,66,CB,57,47,47,57,68,61,337,56.17,Germany,GPFBL,Leverkusen
Neghli,66,RM,81,57,63,66,40,65,372,62.00,Algeria,Eredivisie,Sparta Rotterdam
Golubovic,66,GK,67,65,60,70,45,62,369,61.50,Slovenia,SUPERLIGA,FC Dinamo 1948
Rafael Navarro,66,ST,70,65,50,65,36,62,348,58.00,Brazil,MLS,Colorado Rapids
Hong Yun Sang,66,LM,83,63,57,68,26,60,357,59.50,Korea Republic,K League 1,Pohang Steelers
Lee Hyun Ju,66,CAM,73,55,61,72,32,52,345,57.50,Korea Republic,Bundesliga 2,Hannover 96
Burcu,66,LM,72,59,58,70,52,58,369,61.50,Turkey,Bundesliga 2,1. FC Magdeburg
Riveros,66,CB,66,25,42,55,67,71,326,54.33,Paraguay,Sudamericana,Guarani
Chaverra,66,RB,78,29,48,63,59,69,346,57.67,Colombia,Sudamericana,Indep. Medellin
Augusto,66,RB,82,59,61,68,59,64,393,65.50,Angola,Trendyol Super Lig,Alanyaspor
Cherni,66,LB,72,33,54,60,59,62,340,56.67,Tunisia,Ligue 2 BKT,Laval MFC
Amatucci,66,CM,69,55,63,64,67,73,391,65.17,Italy,Serie BKT,Cittadella
Talys,66,LB,72,43,54,64,61,72,366,61.00,Brazil,Liga Portugal,Farense
Altunashvili,66,CM,66,58,66,67,61,61,379,63.17,Georgia,O. Bundesliga,Wolfsberger AC
Guzman,66,LB,65,47,56,65,62,63,358,59.67,Colombia,GPFBL,FC Bayern Munchen
Gonul,66,LB,72,35,51,61,63,57,339,56.50,Turkey,Trendyol Super Lig,Samsunspor
Ansah,66,ST,76,62,54,65,26,72,355,59.17,Germany,Bundesliga 2,SC Paderborn 07
Curda,66,CB,71,45,60,63,65,73,377,62.83,Germany,Bundesliga 2,SC Paderborn 07
Brandt,66,CM,67,56,62,71,51,58,365,60.83,Germany,Bundesliga 2,SSV Ulm 1846
Gozusirin,66,CAM,77,60,64,70,53,68,392,65.33,Turkey,3. Liga,Wehen Wiesbaden
Teklab,66,RM,71,61,65,66,41,56,360,60.00,Germany,1A Pro League,R. Union St.-G.
Fabry,66,CAM,74,64,65,67,39,65,374,62.33,Slovakia,SUPERLIGA,UTA Arad
Cronquist,66,CB,60,32,50,55,68,62,327,54.50,Sweden,Sverige Liga,FC Rosengard
Zhelev,66,RB,67,30,47,56,64,78,342,57.00,Bulgaria,SUPERLIGA,SC Otelul Galati
Cris Montes,66,RM,70,58,62,67,51,59,367,61.17,Spain,LALIGA HYPERMOTION,CD Eldense
Ghrieb,66,RM,70,63,63,69,34,54,353,58.83,France,Ligue 2 BKT,En Avant Guingamp
van Eijk,66,GK,67,63,59,66,22,70,347,57.83,Netherlands,Nederland Vrouwen Liga,Ajax
Stiekema,66,CM,64,57,58,65,52,63,359,59.83,Netherlands,Nederland Vrouwen Liga,Ajax
Resink,66,CM,65,53,64,66,59,67,374,62.33,Netherlands,Eredivisie,FC Groningen
van de Kamp,66,RM,76,50,61,67,57,66,377,62.83,Netherlands,Eredivisie,Almere City FC
Angeles,66,ST,73,60,57,68,45,66,369,61.50,Spain,Liga F,RCD Espanyol
Alba Perez,66,RB,64,42,60,60,65,56,347,57.83,Spain,Liga F,Granada CF
Miller,66,CM,73,58,66,67,52,63,379,63.17,Scotland,Scottish Prem,Motherwell
Echenique,66,RM,78,62,52,71,23,45,331,55.17,Venezuela,Libertadores,Caracas FC
Brais Martinez,66,LB,72,33,58,63,60,64,350,58.33,Spain,LALIGA HYPERMOTION,Racing de Ferrol
Akinsola,66,RM,80,61,60,70,28,42,341,56.83,Nigeria,Liga Portugal,AVS Futebol SAD
Aspin,66,CB,53,34,50,50,66,68,321,53.50,England,Barclays WSL,Crystal Palace
Diallo,66,LM,76,65,57,70,22,51,341,56.83,Senegal,Ligue 2 BKT,FC Metz
Villiger,66,ST,65,66,48,64,24,68,335,55.83,Switzerland,CSSL,FC Luzern
Sagrado,66,RM,75,46,56,67,60,66,370,61.67,Belgium,Serie A Enilive,Venezia
Vermant,66,ST,78,67,55,63,19,63,345,57.50,Belgium,1A Pro League,Club Brugge
Diop,66,RM,73,60,63,68,41,49,354,59.00,France,Ligue 1 McDonald's,AS Monaco
Lipani,66,CDM,54,44,63,61,62,61,345,57.50,Italy,Serie BKT,Sassuolo
Joester,66,CM,67,59,59,68,50,55,358,59.67,Germany,GPFBL,SGS Essen
Osman,66,LM,85,58,57,73,27,54,354,59.00,Ghana,Eredivisie,Feyenoord
Saravia,66,CB,51,44,43,48,68,68,322,53.67,Peru,Libertadores,Universitario
Lopez,66,ST,73,65,52,66,34,69,359,59.83,Argentina,SUPERLIGA,FC Botosani
Joujou,66,RM,69,65,59,68,22,53,336,56.00,France,Ligue 1 McDonald's,Havre AC
Baron,66,LB,67,38,63,63,63,69,363,60.50,France,CSSL,Servette FC
Opoku,66,ST,81,68,54,66,24,61,354,59.00,Ghana,Premier League,Leicester City
Jader,66,LM,67,64,62,69,36,47,345,57.50,Brazil,Sudamericana,Uni. Catolica
Garcia,66,RW,90,52,61,68,34,56,361,60.17,Argentina,Libertadores,Cobresal
Gelli,66,CM,61,59,64,69,49,47,349,58.17,Italy,Serie BKT,Frosinone
Fonseca,66,ST,67,70,58,65,36,59,355,59.17,Uruguay,Sudamericana,Wanderers
Zorrilla,66,ST,73,68,47,61,21,53,323,53.83,Panama,Sudamericana,Metropolitanos
Yokota,66,RM,73,52,61,71,46,48,351,58.50,Japan,Bundesliga 2,Kaiserslautern
Zalazar,66,LM,71,62,59,69,31,49,341,56.83,Argentina,Primera Division,Barracas Central
Mustapha,66,ST,88,63,59,68,40,69,387,64.50,Ghana,O. Bundesliga,LASK
Barrios,66,CM,61,57,64,64,62,64,372,62.00,Uruguay,Sudamericana,Racing Club
Herold,66,LB,65,36,56,65,62,66,350,58.33,Germany,Bundesliga 2,Karlsruher SC
Matturro,66,CB,64,30,52,54,67,64,331,55.17,Uruguay,Serie A Enilive,Genoa
Ferreira,66,CB,60,51,48,50,68,70,347,57.83,Uruguay,Sudamericana,Defensa
Pernicone,66,CB,53,33,49,55,66,70,326,54.33,Argentina,Primera Division,Velez Sarsfield
Housni,66,ST,67,67,57,70,26,49,336,56.00,Morocco,Ligue 1 McDonald's,Havre AC
Depietri,66,LM,74,57,62,67,48,56,364,60.67,Argentina,Libertadores,Talleres
Cooke,66,CB,65,52,53,55,66,69,360,60.00,England,Barclays WSL,West Ham
Alfonso,66,LM,77,61,61,68,42,41,350,58.33,Argentina,Primera Division,Huracan
Djukanovic,66,LW,81,67,56,69,23,63,359,59.83,Montenegro,1A Pro League,Standard Liege
Raolisoa,66,RB,69,38,51,66,66,56,346,57.67,France,Ligue 1 McDonald's,Angers SCO
Cabrera,66,CAM,72,60,66,71,51,51,371,61.83,Argentina,Primera Division,Central Cordoba
Rodriguez,66,GK,71,57,74,66,27,62,357,59.50,Uruguay,Primera Division,Velez Sarsfield
Denton,66,RB,71,43,56,57,65,63,355,59.17,England,Barclays WSL,West Ham
Harris,66,CB,53,39,50,55,69,60,326,54.33,United States,NWSL,Houston Dash
Holmes,66,CB,32,37,51,60,68,59,307,51.17,United States,NWSL,Seattle Reign
Larkin,66,LW,69,56,60,65,49,49,348,58.00,Republic of Ireland,Barclays WSL,Crystal Palace
Barros Schelotto,66,RB,71,40,57,59,63,66,356,59.33,Argentina,Primera Division,Platense
Castillo,66,ST,75,65,57,62,21,59,339,56.50,Argentina,Primera Division,Gimnasia
Al Saed,66,LM,82,61,55,68,26,58,350,58.33,Iraq,Eredivisie,sc Heerenveen
Toledo,66,CDM,59,40,58,60,65,60,342,57.00,Argentina,Primera Division,Huracan
Camara,66,ST,68,67,56,70,22,50,333,55.50,Guinea,LALIGA HYPERMOTION,CD Castellon
Picard,66,LM,73,62,64,68,54,50,371,61.83,France,Ligue 2 BKT,En Avant Guingamp
Djoco,66,ST,62,65,57,63,27,63,337,56.17,France,Ligue 2 BKT,FC Annecy
Martinez,66,RM,63,62,57,74,26,44,326,54.33,Venezuela,MLS,LAFC
Ihlenburg,66,CB,51,39,53,51,68,63,325,54.17,Germany,GPFBL,Carl Zeiss Jena
Noelia Gil,66,GK,70,58,60,70,29,65,352,58.67,Spain,Liga F,Real Betis
Marina Rivas,66,CM,56,61,65,67,51,52,352,58.67,Spain,Liga F,Madrid CFF
Maria Valle,66,CB,66,41,60,65,65,65,362,60.33,Spain,Liga F,Real Sociedad
Schmidt,66,CM,62,62,60,62,56,60,362,60.33,Germany,GPFBL,1. FC Koln
Brooks,66,CAM,70,60,62,68,44,53,357,59.50,England,EFL Championship,Sheffield Utd
Diop,66,CB,73,35,47,59,64,75,353,58.83,Senegal,CSSL,Yverdon Sport FC
Torres,66,LM,64,49,62,67,53,48,343,57.17,Colombia,Liga Colombia,Atl. Nacional
Leo Bolgado,66,CB,58,38,46,39,69,68,318,53.00,Brazil,SUPERLIGA,CFR 1907 Cluj
Ze Carlos,66,RB,73,45,59,68,61,62,368,61.33,Portugal,Liga Portugal,Vitoria SC
Tsarenko,66,CAM,72,52,61,71,36,50,342,57.00,Ukraine,PKO BP Ekstraklasa,Lechia Gdansk
Pablo Cunat,66,GK,66,65,56,70,25,65,347,57.83,Spain,LALIGA HYPERMOTION,FC Cartagena
Bianco,66,CM,49,46,64,68,59,47,333,55.50,Italy,Serie A Enilive,Monza
Medina,66,LB,91,55,60,63,56,58,383,63.83,Ecuador,Libertadores,IDV
Lo-Tutala,66,GK,66,64,63,68,35,63,359,59.83,France,EFL Championship,Hull City
Hakans,66,RW,90,57,54,69,30,56,356,59.33,Finland,PKO BP Ekstraklasa,Lech Poznan
Prpic,66,CB,71,26,39,55,65,72,328,54.67,Croatia,Liga Hrvatska,Hajduk Split
Lella,66,CM,78,56,61,65,62,76,398,66.33,Italy,Serie BKT,Bari
Ekomie,66,LB,71,31,57,62,62,64,347,57.83,Gabon,Ligue 1 McDonald's,Angers SCO
Stejskal,66,GK,70,62,56,69,21,65,343,57.17,Czech Republic,O. Bundesliga,WSG Tirol
Leidner,66,LB,84,49,59,66,60,59,377,62.83,Israel,CSSL,FC Zurich
Ottiger,66,RB,71,48,59,67,61,69,375,62.50,Switzerland,CSSL,FC Luzern
Fuseini,66,ST,90,65,58,70,26,44,353,58.83,Ghana,1A Pro League,R. Union St.-G.
Ndiaye,66,CDM,66,53,57,60,65,75,376,62.67,Senegal,Liga Portugal,Estoril Praia
Mazilu,66,RM,81,64,58,69,35,55,362,60.33,Romania,Premier League,Brighton
Nsingi,66,ST,83,65,58,69,26,60,361,60.17,Belgium,Ligue 2 BKT,USL Dunkerque
Borza,66,LB,80,61,63,66,59,65,394,65.67,Romania,SUPERLIGA,FC Rapid 1923
Jandro Orellana,66,CDM,60,44,64,64,66,53,351,58.50,Spain,Liga Portugal,Estoril Praia
Sadaoui,66,LM,81,65,57,66,31,66,366,61.00,Morocco,ISL,Kerala Blasters
Vulikic,66,CB,49,36,46,43,67,68,309,51.50,Croatia,Serie BKT,Sampdoria
Herrera,66,RW,77,63,61,67,26,56,350,58.33,Argentina,Sudamericana,Argentinos Jrs.
Spencer,66,RB,74,45,56,64,61,72,372,62.00,Northern Ireland,EFL League One,Huddersfield
Kadak,66,CAM,63,66,66,67,41,48,351,58.50,Slovakia,CSSL,FC Luzern
Cuero,66,RB,79,38,54,64,62,55,352,58.67,Ecuador,Sudamericana,Delfin SC
Oyono,66,RB,69,36,55,61,61,66,348,58.00,Gabon,Serie BKT,Frosinone
de Gevigney,66,CB,63,28,51,53,67,69,331,55.17,France,EFL League One,Barnsley
Thomas,66,LW,84,60,59,70,27,51,351,58.50,Netherlands,Liga Portugal,Nacional
Vilarrasa,66,LB,68,49,54,61,65,66,363,60.50,Spain,LALIGA HYPERMOTION,SD Huesca
Dylan Tavares,66,LB,74,43,54,63,62,64,360,60.00,Cape Verde Islands,Ligue 2 BKT,SC Bastia
Martino,66,RB,69,41,53,55,63,67,348,58.00,Italy,Serie BKT,Cosenza
Gyabi,66,CDM,59,50,60,64,64,71,368,61.33,England,EFL Championship,Plymouth Argyle
Schneider,66,CAM,75,56,63,69,37,54,354,59.00,Switzerland,CSSL,FC Winterthur
Deniz,66,CAM,72,61,65,67,41,61,367,61.17,Germany,3. Liga,1860 Munchen
Zehnter,66,LM,75,54,64,64,61,60,378,63.00,Germany,Bundesliga 2,SC Paderborn 07
Theo Fonseca,66,ST,78,66,57,67,22,57,347,57.83,Portugal,Liga Portugal,FC Famalicao
Posiadala,66,GK,67,66,64,66,32,67,362,60.33,Poland,Eliteserien,Molde FK
Spadanuda,66,LM,70,66,64,67,36,55,358,59.67,Switzerland,CSSL,FC Luzern
Brackelmann,66,CB,73,47,57,52,64,78,371,61.83,Germany,Bundesliga 2,SC Paderborn 07
Christodoulou,66,GK,70,65,63,68,45,67,378,63.00,Cyprus,Liga Cyprus,APOEL FC
Danhof,66,RB,72,46,62,64,59,65,368,61.33,Germany,3. Liga,1860 Munchen
Rui Mendes,66,RM,80,65,56,68,29,56,354,59.00,Portugal,Eredivisie,FC Groningen
Taylor,66,ST,85,65,49,64,35,68,366,61.00,Wales,EFL Championship,Luton Town
Kayky,66,RW,79,58,57,72,28,45,339,56.50,Brazil,Eredivisie,Sparta Rotterdam
Fran Alvarez,66,CM,61,62,65,66,47,56,357,59.50,Spain,PKO BP Ekstraklasa,Widzew Lodz
Mina,66,RB,77,40,52,57,61,66,353,58.83,Colombia,Liga Portugal,Estrela Amadora
Gantenbein,66,RB,68,48,58,63,61,65,363,60.50,Switzerland,Bundesliga 2,FC Schalke 04
Kapuadi,66,CB,60,25,40,36,65,78,304,50.67,France,PKO BP Ekstraklasa,Legia Warszawa
Zvonarek,66,CAM,70,57,65,68,34,53,347,57.83,Croatia,O. Bundesliga,SK Sturm Graz
Marian Huja,66,CB,62,38,46,47,65,77,335,55.83,Portugal,SUPERLIGA,FC Petrolul
Buttaro,66,RB,81,55,57,61,62,74,390,65.00,Italy,Serie BKT,Palermo
Shikavka,66,ST,64,66,51,64,34,69,348,58.00,Belarus,PKO BP Ekstraklasa,Korona Kielce
Harenbrock,66,CAM,72,62,61,68,35,57,355,59.17,Germany,3. Liga,FC Hansa Rostock
Rios Alonso,66,CB,71,36,52,54,66,68,347,57.83,Germany,3. Liga,Rot-Weiss Essen
Kaars,66,ST,74,65,54,67,31,64,355,59.17,Netherlands,Bundesliga 2,1. FC Magdeburg
Twigt,66,CM,64,59,67,66,62,69,387,64.50,Netherlands,Eredivisie,Go Ahead Eagles
Altimira,66,RB,65,42,61,63,63,58,352,58.67,Spain,LALIGA EA SPORTS,CD Leganes
Alex Pastor,66,CB,57,27,51,53,65,68,321,53.50,Spain,LALIGA HYPERMOTION,Malaga CF
Matheus Indio,66,CDM,68,41,57,63,63,72,364,60.67,Brazil,CSL,Qingdao W. Coast
Jose Marsa,66,CB,76,30,50,60,65,72,353,58.83,Spain,1A Pro League,KV Mechelen
Esther Laborde,66,RB,75,44,65,57,61,64,366,61.00,Spain,Liga F,Madrid CFF
Martina Fernandez,66,CB,63,46,59,59,67,61,355,59.17,Spain,Liga F,FC Barcelona
Ortega,66,CDM,73,61,64,66,60,57,381,63.50,Venezuela,Libertadores,Caracas FC
Peda,66,CB,71,49,55,56,64,73,368,61.33,Poland,Serie BKT,Palermo
Florenzi,66,CM,82,61,65,69,54,69,400,66.67,Italy,Serie BKT,Cosenza
Olaigbe,66,LM,90,60,58,68,33,60,369,61.50,Belgium,1A Pro League,Cercle Brugge
Nypan,66,CAM,71,55,62,69,48,50,355,59.17,Norway,Eliteserien,Rosenborg BK
Bennette,66,LM,86,57,57,70,27,45,342,57.00,Costa Rica,EFL Championship,Sunderland
Cagnano,66,LB,66,43,60,60,64,72,365,60.83,Italy,Serie BKT,Sudtirol
Nardelli,66,CB,66,42,47,50,66,75,346,57.67,Argentina,Primera Division,Tigre
Forde,66,RW,81,63,54,69,40,65,372,62.00,England,EFL League One,Bristol Rovers
Loffelsend,66,CDM,64,41,61,63,62,66,357,59.50,Germany,MLS,Colorado Rapids
Park Cheol Woo,66,LB,70,46,56,64,61,64,361,60.17,Korea Republic,K League 1,Suwon FC
Mieles,66,CAM,70,65,63,68,51,59,376,62.67,Ecuador,Sudamericana,Delfin SC
Rodrigo Henrique,66,CAM,78,59,60,71,28,62,358,59.67,Brazil,CSL,Meizhou Hakka FC
Weiper,66,ST,70,65,46,65,25,69,340,56.67,Germany,Bundesliga,1. FSV Mainz 05
Egan-Riley,66,RB,67,32,56,60,66,72,353,58.83,England,EFL Championship,Burnley
Murphy,66,CB,64,28,46,57,69,68,332,55.33,United States,MLS,FC Cincinnati
Dekker,66,CB,62,36,53,50,66,71,338,56.33,Netherlands,Eredivisie,AZ
Barath,66,CDM,70,52,58,59,65,66,370,61.67,Hungary,PKO BP Ekstraklasa,Rakow
Meerdink,66,ST,58,67,50,62,32,67,336,56.00,Netherlands,Eredivisie,AZ
Yildirim,66,ST,70,64,48,62,32,72,348,58.00,Turkey,LALIGA EA SPORTS,Getafe CF
Luciano,66,LB,82,33,53,64,60,60,352,58.67,Argentina,Primera Division,Godoy Cruz
Ferreira,66,RW,70,64,60,68,31,59,352,58.67,Uruguay,Sudamericana,Wanderers
Ebiowei,66,RM,76,62,60,70,38,53,359,59.83,England,EFL Championship,Oxford United
Kasius,66,RB,78,45,62,65,59,65,374,62.33,Netherlands,Eredivisie,AZ
Seck,66,RM,75,65,57,73,30,53,353,58.83,Senegal,Serie BKT,Catanzaro
Doak,66,RW,89,56,53,70,28,52,348,58.00,Scotland,EFL Championship,Middlesbrough
Dican,66,CDM,69,54,53,59,65,82,382,63.67,Romania,SUPERLIGA,Farul Constanta
Bjorlo,66,CM,59,62,65,65,62,65,378,63.00,Norway,Eliteserien,Fredrikstad FK
Angulo,66,CDM,62,51,63,67,61,63,367,61.17,Ecuador,Libertadores,LDU Quito
Oroz,66,RW,76,63,61,68,27,60,355,59.17,Chile,Libertadores,Colo-Colo
Canak,66,CAM,80,58,64,75,39,50,366,61.00,Turkey,Trendyol Super Lig,Trabzonspor
Seelt,66,CB,65,35,48,50,65,71,334,55.67,Netherlands,EFL Championship,Sunderland
Bassey,66,ST,75,65,61,64,21,68,354,59.00,Nigeria,Magyar Liga,Ferencvarosi TC
Koulis,66,CB,55,26,40,42,66,72,301,50.17,Germany,Bundesliga 2,Preusen Munster
Kade,66,LM,76,63,58,69,25,54,345,57.50,Germany,CSSL,FC Basel 1893
Jander,66,CM,76,47,65,70,61,66,385,64.17,Germany,Bundesliga 2,1. FC Nurnberg
Axtmann,66,RB,57,49,58,56,67,50,337,56.17,Germany,GPFBL,SC Freiburg
Zabala,66,CM,65,53,66,66,59,69,378,63.00,Argentina,Libertadores,IDV
Adeline,66,CM,64,58,65,68,58,64,377,62.83,France,Ligue 2 BKT,ESTAC Troyes
Surman,66,CB,64,33,47,52,65,78,339,56.50,New Zealand,MLS,Portland Timbers
Celi,66,CAM,69,65,62,68,51,63,378,63.00,Peru,Libertadores,Universitario
Villahermosa,66,CM,65,62,66,71,59,59,382,63.67,Spain,LALIGA HYPERMOTION,CD Castellon
Stensson,66,CDM,49,60,65,63,62,67,366,61.00,Sweden,Allsvenskan,Djurgardens IF
Olesen,66,CM,70,46,62,66,59,68,371,61.83,Luxemburg,Bundesliga 2,1. FC Koln
Sejk,66,ST,73,61,45,64,26,72,341,56.83,Czech Republic,PKO BP Ekstraklasa,Zaglebie Lubin
Alman,66,ST,76,64,61,65,51,66,383,63.83,Ecuador,Sudamericana,Delfin SC
Brea,66,RW,77,61,58,69,30,46,341,56.83,Argentina,Libertadores,Huachipato
Enrique,66,RB,71,49,51,62,67,55,355,59.17,Argentina,Primera Division,Banfield
Barreto,66,CB,51,51,55,60,64,71,352,58.67,Paraguay,Sudamericana,Olimpia
Owono,66,GK,68,66,65,65,28,62,354,59.00,Equatorial Guinea,LALIGA EA SPORTS,D. Alaves
Baggaley,66,GK,68,63,74,64,44,62,375,62.50,England,Barclays WSL,Brighton
Whelan,66,ST,63,66,56,65,51,60,361,60.17,Republic of Ireland,Scottish Women's League,Glasgow City FC
Bonnah,66,RB,87,38,53,67,58,50,353,58.83,Netherlands,O. Bundesliga,Austria Klagenfurt
Gabriel,66,RB,69,35,57,61,62,76,360,60.00,Czech Republic,3F Superliga,FC Midtjylland
Phillips,66,CB,65,27,51,51,66,69,329,54.83,England,EFL Championship,Stoke City
Hore,66,LM,70,62,62,68,51,66,379,63.17,Australia,K League 1,Gangwon FC
Ciervo,66,RM,78,61,60,67,54,62,382,63.67,Italy,Serie BKT,Cosenza
Cuni,66,ST,76,66,52,63,20,66,343,57.17,Albania,Serie BKT,Frosinone
Small,66,LB,78,51,60,66,60,68,383,63.83,England,EFL League One,Charlton Ath
Gorby,66,CDM,54,48,60,61,62,68,353,58.83,France,Liga Portugal,SC Braga
Davis,66,RB,68,50,54,61,64,59,356,59.33,United States,MLS,Sporting KC
Peprah,66,ST,76,68,54,64,35,65,362,60.33,Ghana,ISL,Kerala Blasters
Javi Marton,66,ST,57,70,50,64,25,53,319,53.17,Spain,LALIGA EA SPORTS,Athletic Club
Fukui,66,CM,76,52,64,73,52,43,360,60.00,Japan,Liga Portugal,Arouca
